id,abstract,classification,timeline,citedby,legal,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10177818-B2,"Provided is a device for transmitting wireless power. The wireless power transmitting device includes a communication unit, a power receiving unit, and a processor. The processor is configured to obtain, through the communication unit, communication establishment information and location information associated with a wireless charging area from a tag device, establish, through the communication unit, communication with a wireless power transmitting device based on the communication establishment information, and control to transmit the location information to the wireless power transmitting device. The power receiving unit wirelessly receives the power from the wireless power transmitting device after the communication unit transmits the location information.","H02J50/80, H02J50/40, H04B5/0031, G07F15/003, H04B5/0025, H02J7/00032, H02J13/00, G06Q20/30, H02J7/00034, H02J50/00, H02J13/00006, G06Q20/34, H02J50/90, Y04S50/00, H02J50/10, G06Q20/3278, H04B5/72, H02J7/00, G07F15/006, H04B5/0037, H02J7/025, G06Q20/322, H02J50/402, Y04S50/12, G06Q20/327, H02J13/00028, G07F15/00, H04B5/00, H02J50/12, G06Q20/00, G06Q20/32, H04B5/79","{'2016-10-10': 'Priority claimed from KR1020160130790A', '2017-01-03': 'Priority claimed from KR1020170000732A', '2017-03-29': 'Assigned to SAMSUNG ELECTRONICS CO., LTD.', '2017-10-05': 'Publication of US20170288737A1', '2019-01-04': 'Priority to US16/240,154', '2019-01-08': 'Publication of US10177818B2', '2020-05-12': 'Priority to US16/872,581', 'Status': 'Active', '2037-03-29': 'Anticipated expiration'}","{'US20190140702A1': 'Samsung Electronics Co., Ltd.'}",{},Method and device for wirelessly transmitting power ,"Samsung Electronics Co., Ltd.","Sang-Wook Lee, Jae-hyuck SHIN",2016-03-31,2017-03-29,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177818B2/en,https://patentimages.storage.googleapis.com/b2/b5/8a/30757492c7a89b/US10177818-20190108-D00000.png
US-10177848-B1,"A system, method and portable device are provided in which rolling shutter images containing visible light communication (VLC) transmissions from one or more light sources carrying information data in dark or low surrounding lighting in an indoor or outdoor setting are captured. The captured rolling shutter images are analyzed to determine whether the modulated visible light output from the light devices is a predetermined size within the captured rolling shutter image. When the modulated visible light output is not the predetermined size, adjustments are made to settings of the image sensor to scatter, defocus or overexpose the image to cause the modulated visible light output in a new captured rolling shutter image to be at least the predetermined size. The modulated visible light output of the predetermined size or larger is decoded to provide information data for a communication application.","H04N25/50, H04N25/53, H04N25/531, H04B10/114, H04B10/516, H04B10/11, H04N23/00, H04B10/60, H04B10/524, H04B10/00, H04N25/00, H04N5/2353, H04B10/501, H04N23/70, H04N23/73, H04B10/50, H04B10/116","{'2017-08-11': 'Priority to US15/675,111', '2017-08-16': 'Assigned to ABL IP HOLDING LLC', '2019-01-08': 'Publication of US10177848B1', 'Status': 'Expired - Fee Related', '2037-08-11': 'Anticipated expiration'}","{'US20190109640A1': 'General Electric Company', 'US11349568B2': 'Sew-Eurodrive Gmbh & Co. Kg', 'US11381310B2': 'Momentus Space Llc', 'US20230164412A1': 'Sew-Eurodrive Gmbh & Co. Kg'}",{},Visual light communication using starburst or haze of the light source ,Abl Ip Holding Llc,"David P. Ramer, Nathaniel W. HIXON, Jack C. Rains, Jr.",2017-08-11,2017-08-11,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177848B1/en,https://patentimages.storage.googleapis.com/ca/95/b8/d13e2c25140533/US10177848-20190108-D00000.png
US-10177861-B2,"Aspects of the subject disclosure may include, for example, a waveguide system that includes a transmission device having a coupler positioned with respect to a transmission medium to facilitate transmission or reception of electromagnetic waves that transport communications data. The electromagnetic waves propagate along an outer surface of the transmission medium. A training controller detects an impairment on the transmission medium adverse to the transmission or reception of the electromagnetic waves and adjusts the electromagnetic waves to reduce the effects of the impairment on the transmission medium. Other embodiments are disclosed.","H04B3/56, H04B3/00, H01P5/02, H01P5/12, H01P5/00, H04B3/546, H04B17/00, H01P5/16, H04B17/345, H04B15/02, H01P5/18, H04B17/309, H04B15/00, H04B3/52, H04B17/30, H04B3/54","{'2018-08-06': 'Priority to US16/055,840', '2018-08-09': 'Assigned to AT&T INTELLECTUAL PROPERTY I, L.P.', '2018-12-06': 'Publication of US20180351660A1', '2019-01-02': 'Priority to US16/238,024', '2019-01-08': 'Publication of US10177861B2', 'Status': 'Active', '2034-10-21': 'Anticipated expiration'}",{},{},Transmission device with impairment compensation and methods for use therewith ,"At&T Intellectual Property I, L.P.","Farhad Barzegar, Irwin Gerszberg, Robert Bennett, Paul Shala Henry",2014-10-21,2018-08-06,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177861B2/en,https://patentimages.storage.googleapis.com/3d/f3/a8/3f28f9e6f037eb/US10177861-20190108-D00000.png
US-10177923-B2,A network of electronic appliances includes a plurality of network units of electronic appliances. The network units include a first network unit and a plurality of second network units. The first network unit is connected to at least one of the second network units. Each of the network units includes a stem server and a plurality of peripheral devices connected to the stem server. The stem server includes at least one passcode and at least one list of a plurality of registration codes. Each list is associated to a respective passcode. Each registration code of one list associating to one passcode corresponds to a respective peripheral device. Each registration code is generated in response to a respective passcode using physical randomness of a respective peripheral device in correspondence to the passcode. An address of each identification cell is defined by several word lines and bit lines.,"G06F21/70, G11C11/00, G11C16/10, G11C16/20, G11C13/00, G06F7/00, H10B12/30, H04L2209/00, H04L9/3278, G11C13/0021, G11C16/22, G11C11/225, H01L23/00, H04L69/00, H04L9/0866, H04L2209/12, G11C29/12, H10B12/00, G11C11/16, H04L2209/80, G11C2029/4402, G06F21/73, G06F21/71, G11C16/00, G11C7/24, H01L27/10805, H04L69/16, G11C29/00, G11C2213/00, G06F21/60, G06F21/602, G06F7/588, G11C13/0059, G11C11/21, H04L9/32, H04L9/0861, G11C11/165, G11C7/00, G11C11/22, H04L9/08, H04L9/3271, G06F21/30, H04L9/00, G11C2213/79, G11C16/02, G06F21/44, G11C2213/70, G11C11/02, G11C29/08, G06F21/00, H04L41/12, G11C11/1695, G06F7/58, H01L23/535, H04L41/00, G11C11/2295, G11C29/04, H01L23/52, G11C13/0002, G06F21/86, G11C16/06, H04L2209/805","{'2017-07-07': 'Assigned to WATANABE, HIROSHI', '2018-01-18': 'Publication of US20180019882A1', '2019-01-08': 'Publication of US10177923B2', '2022-03-02': 'Assigned to WATANABE, YUKIKO', 'Status': 'Active', '2037-07-11': 'Adjusted expiration'}",{},{},Electronic appliance and network of the same ,Hiroshi Watanabe,"Hiroshi Watanabe, Te-Chang TSENG, Yukihiro Nagai, Riichiro Shirota",2016-07-15,2017-07-07,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177923B2/en,https://patentimages.storage.googleapis.com/63/df/34/7f1c2a023298b7/US10177923-20190108-D00000.png
US-10177934-B1,"When providing a user with native access to at least a portion of device hardware, the user can be prevented from modifying firmware and other configuration information by controlling the mechanisms used to update that information. In some embodiments, an asymmetric keying approach can be used to encrypt or sign the firmware. In other cases access can be controlled by enabling firmware updates only through a channel or port that is not exposed to the customer, or by mapping only those portions of the hardware that are to be accessible to the user. In other embodiments, the user can be prevented from modifying firmware by only provisioning the user on a machine after an initial mutability period wherein firmware can be modified, such that the user never has access to a device when firmware can be updated. Combinations and variations of the above also can be used.","G06F9/44, G06F8/00, G06F9/00, H04L69/32, H04L69/322, H04L69/00, G06F8/60, G06F2221/2137, G06F9/4401, H04L69/324, H04L12/28, G06F21/57, H04L12/40, H04L69/16, H04L69/30, H04L12/00, H04L12/40032, G06F21/572, G06F21/50, H04L69/161, G06F2221/21, G06F2221/00, H04L12/40006, G06F21/00, G06F8/65, H04L69/12, G06F9/06","{'2009-09-04': 'Priority to US12/554,777', '2015-06-26': 'Assigned to AMAZON TECHNOLOGIES, INC.', '2019-01-08': 'Publication of US10177934B1', 'Status': 'Active', '2032-12-03': 'Adjusted expiration'}","{'US10491380B2': 'Shenzhen Bell Creative Science and Education Co., Ltd.', 'US10560443B2': 'Amzetta Technologies, Llc', 'US10657262B1': 'Red Balloon Security, Inc.', 'US10691440B2': 'Hewlett Packard Enterprise Development Lp', 'US11373010B2': 'Gerhard Schwartz', 'US20230043313A1': 'Security Platform Inc.', 'US20230351019A1': 'Dell Products L.P.', 'US11822663B2': 'Red Hat, Inc.', 'US11847227B2': 'Red Hat, Inc.'}",{},Firmware updates inaccessible to guests ,"Amazon Technologies, Inc.","Michael David Marr, Pradeep Vincent, James R. Hamilton",2009-09-04,2009-09-04,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177934B1/en,https://patentimages.storage.googleapis.com/cc/71/0a/c4392a1b5100a0/US10177934-20190108-D00000.png
US-10177969-B2,"Aspects of the present disclosure involve systems and methods for troubleshooting interruptions of service from a telecommunications network and providing potential remedies to restore the interrupted service to the customer. The system may utilize a service path mapping system to determine the network elements, components, connections, and/or ports included in providing a particular service to a customer and obtain data from several databases of the telecommunications network related to the service path. Once collected, the data may be correlated utilized to diagnose or identify a source of the service interruption in the service path to begin to restore the interrupted service. In one embodiment, an analysis of the provided information provides an output a probability of potential sources of the service interruption. This information may then be utilized to restore the service to the customer with minimal or no involvement with network engineers or field technicians.","H04L41/06, H04L41/5058, H04L41/00, H04L43/0805, H04L43/08, H04L41/0677, H04L41/0645, H04L41/50, H04L43/0817, H04L41/0226, H04L41/069, H04L41/02, H04L43/00, H04L43/091, H04L41/0631","{'2018-07-23': 'Priority to US16/042,715', '2018-07-25': 'Assigned to LEVEL 3 COMMUNICATIONS, LLC', '2018-11-15': 'Publication of US20180331889A1', '2019-01-08': 'Publication of US10177969B2', 'Status': 'Active', '2037-05-16': 'Anticipated expiration'}","{'US20190004892A1': 'Level 3 Communicatons, LLC'}",{},System and method of troubleshooting in a telecommunications network ,"Level 3 Communications, Llc","Daniel B. Steeves, Steve R. Wakumoto, Travis D. Ewert",2016-11-21,2018-07-23,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177969B2/en,https://patentimages.storage.googleapis.com/31/ec/a3/f71406191fcf5f/US10177969-20190108-D00000.png
US-10177986-B2,"Methods and systems for a complete vehicle ecosystem are provided. Specifically, systems that when taken alone, or together, provide an individual or group of individuals with an intuitive and comfortable vehicular environment. The present disclosure includes a universal chassis that may be mounted in the head unit of a vehicle. The chassis may accept one or more modules that each have common dimensions. With a common form factor, the universal chassis is configurable as different modules with different functionality may be inserted into the chassis with ease.","H04L67/12, B60K37/04, B60R21/00, G06F11/3003, G06F17/00, G01C21/00, G08G1/0137, B60K35/85, H04N21/41422, G06F11/30, G06F8/60, G06F2203/048, G06N5/04, G07C5/0808, B60W2540/043, G06F21/32, B60W40/08, G06T19/006, H04W84/12, G06V40/00, B60K2350/1004, G02B27/00, H04W4/30, G08G1/0112, G07C5/006, B60R7/04, G06F3/048, G06F9/445, G08G1/096708, B60K35/60, G06F11/3065, G06F13/14, G06F13/362, G06F3/01, G08G1/017, G08G1/0962, G06Q50/10, G06Q30/0251, G08G1/096791, H04N21/4331, G06Q30/00, B60K35/80, B60K2360/1476, G06F21/335, G06N5/00, H04L63/00, B60W2540/28, G08G1/14, B60R16/037, G06F16/00, G06F16/29, G06F11/3013, G06F3/017, H04W4/48, B60W30/182, B60W40/04, G08G1/0967, B60W50/0098, G06F13/364, H04W84/10, G06F11/20, G06F11/328, G01S19/01, G06Q30/0265, G06F17/30386, G08G1/01, H04W8/00, B60W2040/0881, H04W84/005, B60W2540/221, G06F11/2023, G06Q50/26, B60R21/015, H04N21/482, B60W2555/00, G08G1/0116, H04L67/02, B60R7/00, G07C5/00, G01S19/13, G06F21/1062, H04L51/00, H04N21/41, B60W50/08, G06F3/04842, G06F3/04847, G08C19/00, B60W2050/0062, H04W84/02, G06F2203/04808, B60K2350/1028, G06F21/629, G07C5/0841, G07C5/0816, B60K2360/166, G06K2009/00939, G06F13/36, B60K2360/691, B60K2350/2013, H04N21/00, G07C5/008, G08G1/012, H04W4/90, G06V20/59, B60W2050/0095, B60W40/09, G01S19/00, B60W2540/26, H04W4/00, G06N5/048, G08G1/16, B60K37/00, G06F9/46, B60W30/18, B60R21/01512, G06K9/00362, G06F21/106, G06F11/00, G08G1/0968, G06F8/61, G08G1/096783, G06Q30/02, G06F13/00, B60W40/00, G07C5/0866, G06F3/0488, G06F3/04817, B60K2360/566, H04N21/47, B60K2350/941, B60R21/01, B60K2360/5899, G07C5/0825, G08G1/00, G08G1/141, G06F9/44, G08G1/096827, G06F16/20, G08G1/096805, G06F8/00, G06N5/02, G08G1/096725, B60K2360/1438, G06T19/00, G08G1/0104, G06Q30/0241, G08G1/096716, H04N21/414, B60W2040/0872, G07C5/085, H04L67/00, G08G1/0141, G08G1/143, G06F21/60, G06F11/32, G06F21/12, G06F2203/00, B60K35/00, G06F3/04883, H04W8/22, G06Q50/00, G08G1/096833, G08G1/096775, B60K2360/5894, G08G1/096844, G06F21/33, B60R16/00, G07C5/02, H04W4/50, G06F21/30, G06F21/62, H04L51/36, G08G1/0125, B60K37/02, G08G1/096766, B60K2350/1052, B60K2360/164, H04W4/046, G06V40/10, G06Q40/00, G06F21/00, G06F11/16, G06V20/50, G06F17/30241, H04L63/10, G06F21/121, G06Q40/08, G06F2221/0724, H04W4/40, B60K2360/21, G06F11/324, G06F3/0481, B60K35/50, G02B27/01, G02B27/0101, G06F3/0482, G06F9/06, G06F9/44505, G07C5/08, B60W30/00, G06K9/00832, H04L51/56, B60W40/02, B60K2360/1464, G08G1/09, B60K2360/11, H04L67/125, B60W2540/00, H04N21/433, G06V40/28, G06F3/00, G06F3/0487, G06F21/31, G06F9/00, B60K35/28, G06V40/20, B60W50/00, B60K37/06, B60K35/10, B60W2555/60, H04L41/14, G08G1/0133, H04N21/43, G06F11/202, B60K2360/146, B60W2050/0075, G06F16/24, G06V20/00, H04W84/00, G08G1/0108, G01C21/20, G06F9/54, H04N21/40, G06K9/00355, G06F11/07, H04W4/80, B60W2540/22, H04L41/00, H04L67/01, G08G1/0129, G06F3/0486, G06F21/10, G06F3/0484, B60W2550/22, G07C5/0833, G06V40/15, B60R16/02, G06F21/42, B60K2360/1472","{'2017-01-09': 'Priority to US15/401,719', '2017-08-31': 'Publication of US20170250525A1', '2018-11-05': 'Assigned to AUTOCONNECT HOLDINGS LLC', '2019-01-08': 'Publication of US10177986B2', 'Status': 'Active', '2032-11-16': 'Anticipated expiration'}",{},{},Universal console chassis for the car ,Autoconnect Holdings Llc,Christopher P. Ricci,2011-11-16,2017-01-09,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177986B2/en,https://patentimages.storage.googleapis.com/2a/d7/90/54ff048fdc7a42/US10177986-20190108-D00000.png
US-10177998-B2,"Flow data can be augmented with features or attributes from other domains, such as attributes from a source host and/or destination host of a flow, a process initiating the flow, and/or a process owner or user. A network can be configured to capture network or packet header attributes of a first flow and determine additional attributes of the first flow using a sensor network. The sensor network can include sensors for networking devices (e.g., routers, switches, network appliances), physical servers, hypervisors or container engines, and virtual partitions (e.g., virtual machines or containers). The network can calculate a feature vector including the packet header attributes and additional attributes to represent the first flow. The network can compare the feature vector of the first flow to respective feature vectors of other flows to determine an applicable policy, and enforce that policy for subsequent flows.","H04L67/12, H04L43/026, G06N99/00, H04L61/00, H04L61/2007, H04L41/0654, H04L9/0866, H04L63/1408, H04W84/18, H04L47/2441, G06F16/2322, H04L67/1002, G06F2009/4557, H04L43/0829, G06F2221/03, H04J3/0638, G06T11/00, G06F3/048, G06F16/23, H04L43/0882, H04L43/04, H04L43/20, G06F3/01, G06F16/2315, H04J3/0661, H04L41/16, G06F16/248, H04L43/045, G06F16/95, H04L63/14, H04L9/00, G06F2221/21, G06F21/55, H04L61/50, H04L63/00, H04J3/00, G06F16/00, G06F16/29, H04L63/0876, H04L45/306, G06F2221/2105, H04L41/0668, H04L7/10, G06F16/235, G06F17/30554, G06F16/2457, H04L43/00, H04L9/3236, H04J3/06, G06N20/00, G06F16/288, H04L43/0841, H04L67/16, H04L7/00, H04J3/14, G06F16/1744, G06F16/2365, H04L41/0806, H04W72/08, H04L41/08, H04L41/0803, G06F21/56, H04L63/1416, G06F17/30604, G06F2221/2111, H04L41/06, G06F16/16, H04J3/0635, H04L63/16, H04L47/00, G06F3/04842, H04L63/06, G06F3/04847, H04L45/38, H04L63/1466, H04L9/08, H04L45/00, H04L45/50, H04L1/00, H04L45/507, H04L63/1433, H04W72/50, H04L43/06, H04L41/12, H04W72/00, G06F2009/45591, H04L67/36, H04L63/1425, G06F16/245, G06F21/552, G06F16/11, H04L41/40, H04L67/42, G06F9/44, H04L45/66, G06F16/20, H04L41/0893, G06F17/30598, H04L43/08, G06F16/2308, G06F16/173, G06F9/455, H04L67/1001, G06F17/30867, H04L47/28, H04L67/00, G06F2221/2115, H04L47/31, H04L45/302, H04L69/16, H04W72/54, G06F17/3053, G06F16/28, H04L45/46, H04L69/22, H04L43/0876, H04L63/02, H04L9/0861, H04L47/32, G06F16/9535, H04L63/0227, G06T11/206, H04L43/062, G06F2221/2145, H04L43/0805, G06F21/53, G06N99/005, H04L9/3239, G06F21/50, H04L67/535, G06F2221/00, G06F16/174, H04L43/0811, G06F9/45533, G06F21/00, G06F21/556, G06F17/30241, H04L61/5007, H04L41/04, G06F2221/2101, G06F16/162, G06F3/0481, G06F3/0482, G06F9/06, G06F2009/45587, H04L43/0888, H04L1/242, H04L43/0858, H04L43/12, G06F16/1748, G06F16/17, H04L43/16, H04L67/10, H04L47/2483, G06F3/00, G06F21/566, H04L43/0823, G06F9/00, H04L41/22, G06F2009/45595, H04L67/22, H04L67/50, H04L69/00, G06F16/122, H04L63/145, G06T11/20, G06F9/45558, H04L47/11, H04L41/0894, H04L43/106, H04L41/046, G06F16/90, H04L45/74, H04L63/08, H04L63/20, G06F16/24, H04L9/32, G06F16/953, H04L1/24, H04W84/00, H04L43/0852, H04L43/0864, G06F16/284, H04L41/0813, H04L63/1441, H04L67/75, G06F16/10, H04L63/1458, H04L43/02, H04L47/10, H04L47/24, H04J3/02, G06F21/52, H04L47/20, H04L43/10, G06F16/24578, G06F16/13, H04L41/00, H04L63/0263, H04L67/01, H04L67/51, H04L9/3242, G06F3/0484, H04L7/04, G06F16/137, G06F2221/033, H04L41/0816, H04J3/0658, G06F16/285","{'2016-06-03': 'Priority to US15/173,210', '2016-09-02': 'Assigned to CISCO TECHNOLOGY, INC.', '2016-12-08': 'Publication of US20160359740A1', '2019-01-08': 'Publication of US10177998B2', 'Status': 'Active', '2037-02-01': 'Adjusted expiration'}","{'US20190141549A1': 'Salesforce.Com, Inc.', 'US20190158369A1': 'Lightbend, Inc.', 'US20200019698A1': 'Vmware, Inc.', 'US20200119983A1': ""Nicholas M. D'Onofrio"", 'US10902207B2': 'International Business Machines Corporation', 'US10990891B1': 'Amazon Technologies, Inc.', 'US11018953B2': 'International Business Machines Corporation', 'US20210357779A1': 'International Business Machines Corporation', 'US11184191B1': 'Trend Micro Incorporated', 'US11212189B2': 'Shanghai Data Center Science Co., Ltd', 'US11237847B1': 'Wells Fargo Bank, N.A.', 'US11258655B2': 'Vmware, Inc.', 'US11336617B2': 'Cisco Technology, Inc.', 'US11348121B2': 'Bank Of America Corporation', 'US11423454B2': 'Sateesh Kumar Addepalli', 'US11438212B2': 'Huawei Technologies Co., Ltd.', 'US11502905B1': 'Wells Fargo Bank, N.A.', 'US11616807B2': 'Arbor Networks, Inc.', 'US11620180B2': 'Vmware, Inc.', 'US11777966B2': 'Cisco Technology, Inc.'}",{},Augmenting flow data for improved network monitoring and management ,"Cisco Technology, Inc.","Ali Parandehgheibi, Mohammadreza Alizadeh Attar, Omid Madani, Vimalkumar Jeyakumar, Ellen Christine Scheib, Navindra Yadav",2015-06-05,2016-06-03,2019-01-08,2019-01-08,https://patents.google.com/patent/US10177998B2/en,https://patentimages.storage.googleapis.com/be/b5/e8/55079f7a2b400e/US10177998-20190108-D00000.png
US-10178004-B2,"A computer-implemented method of obfuscating communication traffic patterns may include detecting, at a first communications device, data communication sessions with a second communications device via the computer server using a network protocol. At the first device, a first traffic pattern is accessed based on the data communication sessions over a first predefined time period. At the first communications device, a second traffic pattern is accessed based on the data communication sessions over a second predefined time period that occurs after the first predefined time period. At the first communications device, based on a randomization process, a dummy data communication pattern is generated for transmission to the second communication devices, whereby the dummy data communication pattern is appended to the second traffic pattern for obfuscating a traffic pattern change between the first and the second traffic pattern at the computer server used to establish the communication sessions.","H04L67/10, H04L43/08, H04L63/1408, H04L65/00, H04L65/1101, H04L67/00, H04L65/1066, H04L45/302, H04L63/0407, H04L67/148, H04L63/04, H04L45/00, H04L67/14, H04L63/0421, H04L63/14, H04L63/1441, H04L63/00, H04L63/10, H04L67/01, H04L45/306, H04L65/1104, H04L45/70, H04L65/1069, H04L63/1475, H04L65/1006, H04L43/00","{'2017-11-28': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2018-03-29': 'Publication of US20180091397A1', '2019-01-08': 'Publication of US10178004B2', 'Status': 'Active', '2035-10-07': 'Anticipated expiration'}",{},{},Anonymization of traffic patterns over communication networks ,International Business Machines Corporation,"Arup Acharya, Ashish Kundu",2015-10-07,2017-11-28,2019-01-08,2019-01-08,https://patents.google.com/patent/US10178004B2/en,https://patentimages.storage.googleapis.com/44/57/94/0dbca8c7b00769/US10178004-20190108-D00000.png
US-10178008-B2,"Monitoring packets can be sent periodically across IP network tunnels that traverse internet connections to a customer location, and the monitoring packets used to determine current packet-loss, latency, and jitter metrics in each direction for each available circuit. Circuits may be assigned to circuit sets, each most appropriate to various classes of user traffic, and user traffic assigned to circuit sets based on traffic class. If monitored metrics change beyond set thresholds, a determination is made as to whether the changes are due to circuit saturation or some other cause. If saturation is the problem, logic at either or both tunnel endpoints dynamically adjusts QOS rate limits to optimum values (the highest rate that does not cause threshold violations) in near-real time.","H04L43/16, H04L47/125, H04L43/0823, H04L43/08, H04L47/12, H04L12/28, H04L12/4633, H04L43/087, H04L45/124, H04L12/46, H04L47/00, H04L43/0829, H04L43/106, H04L12/00, H04L43/04, H04L43/0852, H04L45/00, H04L45/12, H04L47/2425, H04L47/10, H04L47/24, H04L43/10, H04L45/70, H04L43/00, H04L45/24","{'2015-11-13': 'Assigned to BIGLEAF NETWORKS, LLC.', '2016-05-19': 'Publication of US20160142274A1', '2018-01-26': 'Assigned to BIGLEAF NETWORKS, INC.', '2018-11-27': 'Priority to US16/202,026', '2019-01-08': 'Publication of US10178008B2', '2022-09-27': 'Assigned to AVIDBANK', '2022-10-20': 'Assigned to EASTWARD FUND MANAGEMENT, LLC', 'Status': 'Expired - Fee Related', '2036-12-14': 'Adjusted expiration'}",{},{},Circuit-aware load balancing with dynamic quality of service ,"Bigleaf Networks, Inc.","Joel Mulkey, Luke HEBERLING",2014-11-14,2015-11-13,2019-01-08,2019-01-08,https://patents.google.com/patent/US10178008B2/en,https://patentimages.storage.googleapis.com/df/fd/ce/953bae8c9bd832/US10178008-20190108-D00000.png
US-10178013-B2,"The present document discloses a frame aggregation method and an electronic device. Herein, the method includes: acquiring state information of a wireless channel; acquiring state information of an operator according to a preset sate parameter; and performing calculation according to the state information of the wireless channel and the state information of the operator to obtain a calculation result, and performing frame aggregation when the calculation result meets a first condition.","H04L43/16, H04W24/08, H04L43/0823, H04L43/08, H04L5/0053, H04W24/00, H04L5/00, H04L43/00, H04L5/003","{'2014-11-10': 'Application filed by Xian Zhongxing New Software Co Ltd', '2016-12-07': ""Assigned to XI'AN ZHONGXING NEW SOFTWARE CO., LTD."", '2017-03-30': 'Publication of US20170093680A1', '2019-01-08': 'Publication of US10178013B2', '2023-06-07': 'Assigned to EIGHT DEER VENTURES, LLC', 'Status': 'Active', '2034-11-10': 'Anticipated expiration'}",{},{},Frame aggregation method and electronic device ,"Xi'an Zhongxing New Software Co., Ltd.","Zhou Zhi, Ning LV, Zhong Yu, Chen Lu",2014-06-03,2014-11-10,2019-01-08,2019-01-08,https://patents.google.com/patent/US10178013B2/en,https://patentimages.storage.googleapis.com/37/25/a4/8c0433754908e7/US10178013-20190108-D00000.png
US-10178043-B1,Selecting an optimal bitrate range is disclosed. A request for content from a first client is received. An optimal subset of bitrates for the first client is determined. The optimal subset of bitrates for the first client is determined based at least in part on one or more real-time quality measures. A different optimal subset of bitrates is determined for a second client. An indication of the optimal subset of bitrates determined for the first client is provided to the first client. The first client is configured to obtain content according to the indication of the optimal subset of bitrates.,"H04L65/60, H04L65/764, H04L67/01, H04L67/10, H04L65/604, H04L47/00, H04L67/06, H04L65/762, H04L65/612, H04L47/801, H04L47/70, H04L47/80, H04L65/80, H04L65/00, H04L65/75, H04L65/61, H04L67/00","{'2015-09-30': 'Priority to US14/871,624', '2015-12-22': 'Assigned to Conviva Inc.', '2018-11-20': 'Priority to US16/197,102', '2019-01-08': 'Publication of US10178043B1', 'Status': 'Active', '2036-02-20': 'Adjusted expiration'}","{'US20180205802A1': 'Cisco Technology, Inc.', 'US20190058750A1': 'Cisco Technology, Inc.', 'US20190089772A1': 'Verizon Patent And Licensing Inc.', 'US10439925B2': 'Akamai Technologies, Inc.', 'US10659512B1': 'Amazon Technologies, Inc.', 'US20200274912A1': 'Citrix Systems, Inc.', 'US10771855B1': 'Amazon Technologies, Inc.', 'US10911826B1': 'Facebook, Inc.', 'US10958586B2': 'At&T Intellectual Property I, L.P.', 'US11064230B2': 'Amazon Technologies, Inc.', 'US11102535B1': 'Amazon Technologies, Inc.', 'US20210392392A1': 'Google Llc', 'US11232018B1': 'Coupang Corp.', 'US11240173B2': 'Telefonaktiebolaget Lm Ericsson (Publ)', 'US20220172235A1': 'Fujitsu Limited', 'US11425457B2': 'Nippon Telegraph And Telephone Corporation', 'US11463493B2': 'Autochips Inc.', 'US11470005B2': 'Cisco Technology, Inc.', 'US20220337897A1': 'Streamroot', 'US11490149B2': 'At&T Intellectual Property I, L.P.', 'US11528128B2': 'Time Warner Cable Enterprises Llc', 'US20230047127A1': 'Dolby Laboratories Licensing Corporation', 'US11627046B2': 'At&T Intellectual Property I, L.P.', 'US20230188589A1': 'T-Mobile Usa, Inc.', 'US11765217B1': 'Amazon Technologies, Inc.', 'US11962825B1': 'Amazon Technologies, Inc.'}",{},Dynamic bitrate range selection in the cloud for optimized video streaming ,Conviva Inc.,"Aditya Ravikumar Ganjam, Jibin Zhan, Faisal Zakaria Siddiqi, Alexey Serbin, Davis Shepherd, Oleg Vasilyev",2014-12-08,2015-09-30,2019-01-08,2019-01-08,https://patents.google.com/patent/US10178043B1/en,https://patentimages.storage.googleapis.com/78/ac/67/37d989ec045d86/US10178043-20190108-D00000.png
US-10178057-B2,A mechanism is provided in a data processing system for generating poll information from a chat session. The mechanism monitors chat content in the multiple user chat session. The mechanism identifies a poll question in a message within the chat content. The mechanism identifies a plurality of answers to the poll question in subsequent messages within the chat content. The mechanism generates a poll user interface presenting the poll question and the plurality of answers as selectable options and presents the poll user interface to the multiple users of the chat session.,"H04L51/07, G06Q10/101, G06F3/00, H04L51/21, H04L51/216, G06Q10/00, H04L51/00, G06F3/04842, H04L51/16, G06Q10/10, G06F3/048, G06Q30/0203, G06F3/01, H04L51/046, G06Q30/00, H04L51/18, G06Q30/02, G06F3/0484, H04L51/04, G06Q30/0201","{'2015-09-02': 'Assigned to INTERNATIONAL BUSINESS MACHINES CORPORATION', '2015-09-23': 'Priority to US14/862,568', '2017-03-02': 'Publication of US20170063744A1', '2019-01-08': 'Publication of US10178057B2', 'Status': 'Active', '2036-10-15': 'Adjusted expiration'}",{'US10713571B2': 'International Business Machines Corporation'},{},Generating poll information from a chat session ,International Business Machines Corporation,"Prithu Banerjee, William G. O'Keeffe, David D. Taieb, Srikanth G. Tamilselvam",2015-09-02,2015-09-02,2019-01-08,2019-01-08,https://patents.google.com/patent/US10178057B2/en,https://patentimages.storage.googleapis.com/92/4a/65/d0d590f9cbc196/US10178057-20190108-D00000.png
